intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",61.4
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",60.6
A,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",146.2
A,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",138.7
A,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",150.2
A,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",148.5
A,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",138.9
A,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",121.4
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",115.5
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",119.2
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",118.2
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",120.4
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",115.1
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",119.2
B,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",117.3
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",115.4
B,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",114.5
B,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",114.2
B,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",111.1
B,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",122.4
B,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",126.0
B,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",127.0
B,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",145.1
B,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",127.5
B,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",124.3
B,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",128.9
B,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",93.9
B,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",98.3
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",101.5
B,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",96.5
B,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",97.1
B,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",101.6
B,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",82.4
B,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",107.9
B,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",101.8
B,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",110.0
B,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",96.1
B,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",102.4
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",158.3
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",162.9
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",149.2
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",167.2
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",164.4
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",177.2
C,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",174.3
C,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",191.6
C,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",181.0
C,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",241.9
C,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",230.5
C,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",219.0
C,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",188.5
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",150.5
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",145.9
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",161.1
C,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",167.8
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",136.4
C,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",170.1
C,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",156.2
C,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",176.6
C,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",173.7
C,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",167.9
C,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",157.9
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",70.9
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",83.2
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",81.8
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",72.5
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",69.3
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",67.8
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",73.9
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",65.0
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",67.0
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",65.4
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",61.4
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",60.6
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",146.2
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",138.7
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",150.2
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",148.5
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",138.9
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",121.4
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",115.5
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",119.2
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",118.2
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",120.4
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",115.1
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",119.2
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",117.3
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",115.4
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",114.5
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",115.3
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",111.1
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",122.4
B,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",126.0
B,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",127.0
B,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",140.9
B,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",127.5
B,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",124.3
B,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",128.9
B,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",93.9
B,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",98.3
B,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",101.5
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",96.5
B,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",97.1
B,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",101.6
B,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",82.4
B,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",107.8
B,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",101.8
B,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",110.0
B,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",96.1
B,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",102.4
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",158.3
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",162.9
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",149.2
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",167.2
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",164.4
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",177.1
C,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",174.3
C,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",191.6
C,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",181.0
C,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",241.9
C,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",230.5
C,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",219.0
C,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",188.5
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",150.5
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",145.9
C,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",161.1
C,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",167.8
C,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",136.4
C,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",170.1
C,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",156.2
C,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",176.6
C,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",173.7
C,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",167.9
C,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",157.9
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",70.9
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",83.2
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",81.8
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",72.5
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",69.3
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",67.8
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",73.9
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",65.0
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",67.0
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",65.4
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",61.4
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",60.6
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",146.2
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",138.7
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",150.2
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",148.5
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",138.9
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",121.4
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",115.5
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",119.2
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",118.2
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",120.4
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",115.1
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",119.2
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",117.3
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",115.4
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",114.5
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",115.3
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",111.1
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",122.4
B,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",126.1
B,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",127.0
B,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",140.9
B,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",127.5
B,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",124.3
B,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",128.9
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",93.9
B,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",98.3
B,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",101.5
B,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",96.5
B,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",97.1
B,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",101.6
B,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",82.4
B,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",107.8
B,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",101.8
B,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",110.0
B,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",96.1
B,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",102.4
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",158.3
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",162.9
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",149.2
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",167.2
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",164.4
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",177.1
C,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",174.3
C,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",191.6
C,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",181.0
C,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",241.9
C,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",230.5
C,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",219.0
C,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",188.5
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",150.5
C,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",145.9
C,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",161.1
C,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",167.8
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",136.4
C,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",170.1
C,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",156.2
C,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",176.6
C,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",173.7
C,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",167.9
C,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",157.9
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",70.9
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",83.2
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",81.8
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",72.5
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",69.3
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",67.8
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",73.9
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",65.0
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",67.0
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",65.4
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",61.4
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",60.6
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",146.2
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",138.7
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",150.2
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",148.5
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",138.9
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",121.4
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",115.5
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",119.2
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",118.2
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",120.4
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",115.1
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",119.2
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",117.3
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",115.4
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",111.0
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",115.3
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",111.1
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",122.4
B,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",126.1
B,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",127.0
B,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",140.9
B,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",127.5
B,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",124.3
B,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",128.9
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",93.9
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",98.3
B,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",101.5
B,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",96.5
B,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",97.1
B,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",101.6
B,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",82.4
B,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",103.1
B,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",101.8
B,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",110.0
B,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",96.1
B,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",102.4
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",158.3
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",162.9
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",149.2
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",167.2
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",164.4
C,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",177.1
C,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",174.3
C,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",191.6
C,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",181.0
C,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",241.9
C,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",230.5
C,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",219.0
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",188.5
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",150.5
C,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",145.9
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",161.1
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",167.8
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",136.4
C,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",170.1
C,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",156.2
C,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",176.6
C,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",173.7
C,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",167.9
C,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",157.9
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",70.9
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",83.2
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",81.8
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",72.5
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",69.3
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",67.8
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",73.9
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",65.0
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",67.0
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",65.4
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",61.4
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",60.6
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",146.2
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",138.7
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",150.2
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",148.5
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",138.9
